TIME,LATITUDE,LONGITUDE,GYRO_X,GYRO_Y
1,-37.823788,145.034073,0.00287,-0.04085
1,-37.823795,145.034073,0.00287,-0.01174
1,-37.823807,145.034058,0.00171,0.00891
1,-37.823814,145.034058,0.00404,0.01751
1,-37.823826,145.034042,0.00055,-0.01454
1,-37.823833,145.034042,0.00287,0.00571
1,-37.823837,145.034042,0.00404,0.02038
1,-37.823841,145.034042,0.00287,0.01167
1,-37.823845,145.034042,0.00171,-0.00011
1,-37.823845,145.034042,0.00287,-0.01195
1,-37.823856,145.034042,0.00404,-0.00283
1,-37.823856,145.034058,0.00404,-0.00892
1,-37.82386,145.034058,0.00171,-0.00008
1,-37.82386,145.034058,-0.00062,0.00888
1,-37.823864,145.034073,-0.00062,-0.02346
1,-37.823868,145.034073,0.00287,0.01171
1,-37.823872,145.034073,0.00404,-0.0059
1,-37.823872,145.034073,0.0052,-0.00874
1,-37.823872,145.034058,0.00055,0.02336
1,-37.823872,145.034058,0.00287,-0.00591
1,-37.823875,145.034058,-0.00062,0.00602
1,-37.823879,145.034058,0.00287,-0.02936
1,-37.823875,145.034042,0.00171,-0.02036
1,-37.823872,145.034042,0.0052,0.00874
1,-37.823875,145.034012,-0.00062,-0.0029
1,-37.823872,145.033997,0.00171,-0.01476
1,-37.823872,145.033981,0.00055,-0.02627
1,-37.823872,145.033966,0.00055,0.00878
1,-37.823868,145.033936,0.00171,0.00005
1,-37.823868,145.033936,0.00287,0.00287
1,-37.823872,145.03392,0.00055,-0.03218
1,-37.823875,145.033905,0.00055,-0.03203
1,-37.823875,145.03389,0.00055,0.01762
1,-37.823872,145.033875,0.00171,-0.00873
1,-37.823849,145.033844,0.00404,-0.03214
1,-37.823841,145.033829,0.00404,-0.00284
1,-37.823849,145.033798,-0.00178,0.00892
1,-37.823841,145.033783,-0.00062,-0.01458
1,-37.823837,145.033752,0.00404,-0.01463
1,-37.823841,145.033737,-0.00062,0.01158
1,-37.823841,145.033707,0.00055,-0.01446
1,-37.823841,145.033691,-0.00178,0.01454
1,-37.823837,145.033676,0.00055,-0.00008
1,-37.823837,145.033661,-0.00178,-0.00281
1,-37.82383,145.03363,0.00171,0.01472
1,-37.823826,145.033615,0.00055,0.01153
1,-37.823814,145.0336,0.00055,-0.02342
1,-37.823814,145.033585,0.00055,0.00605
1,-37.823814,145.033554,0.00055,0.00002
1,-37.823814,145.033539,0.00171,0.00609
1,-37.823814,145.033524,0.00055,-0.00865
1,-37.823814,145.033508,0.00055,-0.01204
1,-37.823811,145.033508,-0.00178,-0.01452
1,-37.823807,145.033493,-0.00062,-0.02909
1,-37.823814,145.033478,0.00171,-0.0086
1,-37.823814,145.033478,0.0052,-0.02657
1,-37.823826,145.033463,0.00171,0.00579
1,-37.823826,145.033447,-0.00062,0.01162
1,-37.823826,145.033401,0.00171,-0.0177
1,-37.823826,145.033386,0.00055,-0.02355
1,-37.823811,145.033356,0.00055,-0.01178
1,-37.823807,145.03334,0.00171,0.01167
1,-37.823807,145.033325,0.00171,-0.01464
1,-37.823803,145.03331,0.00171,0.02049
1,-37.823803,145.033295,-0.00062,0.00882
1,-37.823799,145.033279,-0.00062,0.00596
1,-37.823795,145.033249,0.00171,-0.02636
1,-37.823792,145.033234,0.00055,0.00284
1,-37.823788,145.033234,0.00287,-0.0089
1,-37.823784,145.033218,0.00404,-0.00265
1,-37.82378,145.033218,0.00171,0.00011
1,-37.823784,145.033218,0.00287,-0.00579
1,-37.823772,145.033188,0.00171,-0.00289
1,-37.823769,145.033173,0.00171,0.00001
1,-37.823765,145.033157,0.00055,-0.01166
1,-37.823761,145.033157,0.00287,-0.01465
1,-37.823765,145.033142,0.00171,0.00872
1,-37.823765,145.033127,0.00055,-0.01464
1,-37.823761,145.033112,0.00055,-0.01175
1,-37.823761,145.033081,0.00404,-0.0148
1,-37.823757,145.033066,-0.00062,-0.01452
1,-37.823761,145.033051,0.00055,0.00589
1,-37.823761,145.033035,-0.00062,-0.01457
1,-37.823757,145.03302,-0.00178,-0.02042
1,-37.823753,145.033005,0.00287,-0.00577
1,-37.82375,145.03299,0.00171,-0.02036
1,-37.823746,145.032974,0.00055,-0.04108
1,-37.823746,145.032959,0.00287,-0.01475
1,-37.823738,145.032944,-0.00294,0.00588
1,-37.823738,145.032944,0.00404,-0.00292
1,-37.823738,145.032928,0.00055,-0.00888
1,-37.823734,145.032913,-0.00178,0.01174
1,-37.823734,145.032898,-0.00062,-0.0087
1,-37.823734,145.032883,0.00287,0.03229
1,-37.82373,145.032867,0.00055,0.01753
1,-37.823727,145.032852,0.00055,-0.00593
1,-37.823727,145.032852,-0.00062,-0.01452
1,-37.82373,145.032837,0.00171,-0.0087
1,-37.823734,145.032837,0.00055,-0.00571
1,-37.823734,145.032837,-0.00294,-0.03198
1,-37.823734,145.032822,-0.00062,0.00579
1,-37.823734,145.032822,0.00171,-0.01475
1,-37.823734,145.032822,0.00171,0.00014
1,-37.82373,145.032806,-0.00178,0.01748
1,-37.823727,145.032761,0.0052,-0.01458
1,-37.823727,145.032761,0.00171,-0.01755
1,-37.823727,145.03273,-0.00062,-0.01482
1,-37.823727,145.03273,0.00055,0.00586
1,-37.823727,145.0327,-0.00178,-0.00567
1,-37.823723,145.0327,-0.00062,-0.00285
1,-37.823719,145.032684,0.00287,-0.01167
1,-37.823719,145.032669,0.00287,-0.00284
1,-37.823711,145.032669,0.00171,0.00597
1,-37.823711,145.032669,0.00055,-0.00591
1,-37.823708,145.032669,0.00404,-0.00295
1,-37.823704,145.032654,0.00287,0.00882
1,-37.823689,145.032654,0.00055,-0.00598
1,-37.823681,145.032654,-0.00062,0.01483
1,-37.823666,145.032654,0.00287,-0.01469
1,-37.82365,145.032654,-0.00062,-0.02636
1,-37.823612,145.032669,0.00171,-0.00592
1,-37.823616,145.032669,0.00055,-0.02629
1,-37.823586,145.032669,0.00055,-0.00293
1,-37.823566,145.032669,0.00055,0.00302
1,-37.823547,145.032684,0.00055,-0.02328
1,-37.82354,145.0327,-0.00178,-0.00303
1,-37.823513,145.0327,0.00171,-0.01454
1,-37.823505,145.0327,0.00055,-0.01474
1,-37.823486,145.03273,0.00171,-0.01163
1,-37.823475,145.03273,0.00171,-0.0058
1,-37.823448,145.03273,0.00055,-0.0264
1,-37.823433,145.03273,0.00287,0.00589
1,-37.823406,145.032745,0.00171,0.0116
1,-37.823395,145.032745,0.00055,0.00581
1,-37.823364,145.03273,0.00055,-0.00296
1,-37.823349,145.03273,0.00171,0.02046
1,-37.823315,145.03273,0.00055,-0.00873
1,-37.823296,145.03273,0.00404,0.02051
1,-37.823273,145.03273,-0.00178,0.01455
1,-37.823265,145.032745,-0.00062,-0.03479
1,-37.823254,145.032745,0.00287,0.00292
1,-37.823254,145.032761,0.00287,-0.00295
1,-37.823238,145.032761,-0.00062,0.00865
1,-37.823223,145.032745,0.00055,0.01175
1,-37.823193,145.032761,0.00287,-0.03512
1,-37.82317,145.032761,0.00171,-0.0323
1,-37.823128,145.032806,0.00055,-0.02939
1,-37.823116,145.032822,0.00287,-0.01465
1,-37.823097,145.032822,0.00171,-0.01447
1,-37.823086,145.032822,-0.00062,-0.00885
1,-37.823055,145.032822,0.00171,-0.01173
1,-37.82304,145.032822,0.00171,-0.00883
1,-37.823006,145.032806,0.00404,-0.00891
1,-37.822987,145.032806,-0.00178,-0.00001
1,-37.82296,145.032791,0.00055,-0.01456
1,-37.822945,145.032791,-0.00062,-0.01167
1,-37.822899,145.032745,0.00404,-0.03815
1,-37.822895,145.032761,0.00171,-0.0028
1,-37.822872,145.032745,0.00055,0.02068
1,-37.822861,145.03273,0.00055,-0.01467
1,-37.822857,145.03273,0.00287,-0.01159
1,-37.822849,145.03273,0.00171,0.00887
1,-37.82283,145.032745,0.00287,0.01469
1,-37.822815,145.032761,0.00171,0.02036
1,-37.822792,145.032761,0.00055,-0.00585
1,-37.822784,145.032761,0.00171,0.00584
1,-37.822746,145.032745,0.00055,0.00578
1,-37.822731,145.032745,0.00287,-0.0584
1,-37.822689,145.032745,0.00055,-0.00006
1,-37.822666,145.032745,0.00171,-0.0148
1,-37.822639,145.032745,0.00055,-0.01756
1,-37.822632,145.032745,0.00055,0.00874
1,-37.822601,145.032761,-0.00062,-0.00601
1,-37.82259,145.032791,-0.00178,0.02339
1,-37.822563,145.032791,0.00404,0.00287
1,-37.822552,145.032791,-0.00178,-0.00274
1,-37.822536,145.032806,0.00171,-0.01174
1,-37.822529,145.032806,0.00055,-0.00868
1,-37.822514,145.032822,0.00287,-0.00872
1,-37.822491,145.032822,0.00055,-0.00884
1,-37.822468,145.032852,0.00055,-0.02362
1,-37.822449,145.032852,-0.00178,-0.01466
1,-37.822418,145.032867,0.00171,-0.02069
1,-37.822407,145.032867,0.00055,-0.01473
1,-37.822392,145.032867,0.00171,-0.02041
1,-37.822376,145.032852,0.00404,0.02062
1,-37.822365,145.032852,0.00055,-0.00875
1,-37.822361,145.032852,0.00055,-0.01466
1,-37.82235,145.032852,0.00287,-0.01482
1,-37.822334,145.032867,0.00055,-0.01451
1,-37.822334,145.032883,-0.00178,-0.00599
1,-37.822334,145.032883,-0.00062,0.02056
1,-37.822334,145.032898,0.00171,-0.01456
1,-37.822334,145.032898,0.00171,-0.01176
1,-37.822334,145.032928,-0.00062,-0.00288
1,-37.822338,145.032944,0.00171,0.0001
1,-37.822338,145.032959,-0.00294,-0.00874
1,-37.822346,145.032974,0.0052,-0.00002
1,-37.822346,145.03299,-0.00062,-0.01747
1,-37.822353,145.033005,0.00287,-0.00288
1,-37.822399,145.033051,-0.00062,-0.02341
1,-37.822399,145.033066,0.00055,-0.02048
1,-37.822399,145.033081,-0.00178,0.0651
1,-37.822399,145.033112,-0.00411,-0.1397
1,-37.822403,145.033142,0.00636,0.10823
1,-37.822403,145.033142,0.01102,-0.00571
1,-37.822399,145.033173,-0.00178,0.00594
1,-37.822395,145.033173,-0.00062,-0.0734
1,-37.822399,145.033188,0.00404,-0.02323
1,-37.822395,145.033188,0.00636,0.04671
1,-37.822399,145.033218,0.00404,0.03774
1,-37.822399,145.033218,0.00404,0.01704
1,-37.822403,145.033249,-0.00062,0.0117
1,-37.822403,145.033249,0.00171,-0.00293
1,-37.822407,145.033264,0.00055,0.03837
1,-37.822399,145.033279,-0.00178,-0.0003
1,-37.822392,145.033295,0.00287,-0.01175
1,-37.822388,145.033295,0.00636,-0.02929
1,-37.82238,145.03331,0.00055,-0.03513
1,-37.822376,145.03331,0.00055,-0.06997
1,-37.822369,145.033325,-0.00062,-0.04072
1,-37.822361,145.03331,0.00404,-0.02928
1,-37.822353,145.033325,0.00171,-0.0146
1,-37.82235,145.033325,0.00287,-0.02052
1,-37.822338,145.033325,0.00404,0.0029
1,-37.822338,145.033325,0.0052,0.01452
1,-37.822338,145.033325,-0.00062,0.01749
1,-37.822334,145.033325,-0.00294,0.01765
1,-37.822334,145.033325,-0.00062,0.03799
1,-37.82233,145.033325,0.00404,0.0027
1,-37.822327,145.033325,0.00171,-0.01467
1,-37.822327,145.033325,-0.00411,-0.00004
1,-37.822327,145.033325,0.00055,-0.02038
1,-37.82233,145.033325,0.00055,-0.00009
1,-37.82235,145.03334,-0.00062,-0.01469
1,-37.822357,145.03334,0.00055,-0.03795
1,-37.822369,145.03334,0.00055,-0.02334
1,-37.82238,145.03334,0.00404,-0.01441
1,-37.822399,145.03334,-0.00178,0.00586
1,-37.822407,145.03334,0.00287,-0.01167
1,-37.822441,145.033356,0.00171,-0.00013
1,-37.822456,145.033356,0.00055,-0.00301
1,-37.822483,145.033371,0.00055,-0.01478
1,-37.822487,145.033371,0.00055,-0.00275
1,-37.822517,145.033386,0.00055,0.0028
1,-37.822536,145.033386,0.00287,0.00283
1,-37.822563,145.033386,0.00055,-0.01459
1,-37.822582,145.033386,-0.00062,-0.02316
1,-37.822613,145.033386,0.00171,-0.01469
1,-37.822628,145.033371,-0.00178,-0.04659
1,-37.822651,145.033356,0.00287,0.01181
1,-37.822662,145.033356,0.00171,-0.02635
1,-37.822693,145.033356,0.00171,0.02326
1,-37.822704,145.033356,0.00287,0.03232
1,-37.822731,145.033371,-0.00178,-0.00284
1,-37.822742,145.033371,0.00171,0.01187
1,-37.822781,145.033371,0.00287,0.00303
1,-37.822796,145.033371,-0.00294,-0.00869
1,-37.82283,145.033401,0.00287,-0.01477
1,-37.822845,145.033401,-0.00062,-0.00314
1,-37.822876,145.033447,-0.00062,-0.01456
1,-37.822884,145.033447,0.00171,-0.01448
1,-37.822899,145.033463,0.00055,0.01766
1,-37.822903,145.033463,-0.00178,-0.02618
1,-37.82291,145.033463,0.00287,-0.01469
1,-37.82291,145.033478,0.00055,-0.01462
1,-37.822929,145.033493,-0.00062,0.01468
1,-37.822937,145.033508,0.00055,-0.01756
1,-37.822952,145.033539,0.00055,-0.01756
1,-37.82296,145.033554,0.00171,0.00601
1,-37.822968,145.033585,0.00287,-0.02348
1,-37.822975,145.0336,-0.00062,0.02652
1,-37.82299,145.03363,0.00055,0.00597
1,-37.823006,145.033646,0.00404,-0.00298
1,-37.823017,145.033676,0.00287,-0.02347
1,-37.823021,145.033691,-0.00062,-0.00881
1,-37.823036,145.033737,0.00171,-0.0118
1,-37.823036,145.033783,0.00753,-0.01465
1,-37.823032,145.033829,0.00171,0.00305
1,-37.82304,145.033859,0.00287,-0.00594
1,-37.823032,145.03389,0.00055,-0.01454
1,-37.823021,145.033905,-0.00178,-0.00294
1,-37.823029,145.03392,-0.00178,-0.01456
1,-37.823029,145.033936,0.00171,-0.01459
1,-37.823032,145.033981,0.00171,-0.03224
1,-37.823029,145.033981,0.00055,-0.0058
1,-37.823021,145.034012,0.00055,0.00593
1,-37.823021,145.034012,-0.00178,0.00875
1,-37.822994,145.034027,-0.00062,-0.01462
1,-37.822983,145.034042,-0.00178,0.00597
1,-37.822964,145.034042,0.00171,-0.00007
1,-37.82296,145.034042,0.00055,0.01471
1,-37.822948,145.034058,0.00055,-0.01456
1,-37.822945,145.034058,-0.00062,-0.00594
1,-37.822945,145.034073,-0.00178,-0.01158
1,-37.822941,145.034073,-0.00062,-0.01488
1,-37.822941,145.034103,0.00171,-0.0146
1,-37.822937,145.034103,0.00171,-0.02318
1,-37.822937,145.034119,0.00287,-0.04684
1,-37.822929,145.034119,-0.00294,-0.01181
1,-37.822929,145.034134,0.00287,-0.01162
1,-37.822929,145.034149,0.00055,0.00287
1,-37.822968,145.03418,0.00055,-0.01155
1,-37.822983,145.034195,0.00055,-0.02924
1,-37.823017,145.034241,0.00055,-0.00018
1,-37.823032,145.034256,0.00055,-0.02326
1,-37.823029,145.034271,-0.00294,-0.0147
1,-37.82304,145.034286,0.00171,-0.02361
1,-37.823044,145.034317,-0.00062,-0.01481
1,-37.823048,145.034317,0.00287,-0.01463
1,-37.823055,145.034348,-0.00178,0.01182
1,-37.823063,145.034363,0.00055,-0.01751
1,-37.823063,145.034378,-0.00062,-0.00602
1,-37.823055,145.034378,-0.00062,0.00869
1,-37.823032,145.034393,0.00404,-0.00865
1,-37.823032,145.034409,0.00171,0.01184
1,-37.823029,145.034454,0.00055,0.04385
1,-37.823025,145.034454,0.00055,-0.01449
1,-37.823009,145.034454,0.00171,-0.01482
1,-37.823013,145.034454,0.00055,-0.01756
1,-37.823002,145.034454,0.00171,-0.00297
1,-37.823006,145.03447,0.00055,-0.01166
1,-37.822994,145.0345,-0.00062,-0.00866
1,-37.82299,145.0345,0.00055,0.00874
1,-37.82299,145.034531,0.00055,-0.00288
1,-37.82299,145.034546,0.00171,-0.04094
1,-37.822987,145.034561,-0.00062,-0.00589
1,-37.822983,145.034576,0.00287,0.00009
1,-37.822968,145.034592,-0.00062,-0.00874
1,-37.822968,145.034607,0.00055,0.00594
1,-37.822952,145.034637,0.00055,-0.02034
1,-37.822952,145.034637,0.00171,-0.00597
1,-37.822948,145.034653,0.00171,0.00586
1,-37.822948,145.034668,0.00171,-0.00589
1,-37.822945,145.034683,0.00171,-0.0088
1,-37.822941,145.034698,0.00171,-0.00295
1,-37.822937,145.034714,0.00055,-0.00578
1,-37.822945,145.034729,-0.00062,-0.01172
1,-37.822945,145.034775,0.00287,-0.00873
1,-37.822948,145.03479,0.00287,0.00296
1,-37.822952,145.034805,0.00171,-0.01183
1,-37.822952,145.034821,0.00171,-0.01768
1,-37.822952,145.034836,0.00055,-0.01166
1,-37.822948,145.034851,0.00055,-0.01464
1,-37.822945,145.034866,0.00171,-0.00594
1,-37.822948,145.034882,0.00055,-0.01173
1,-37.822952,145.034897,0.00055,0.01761
1,-37.822952,145.034912,0.00171,-0.00279
1,-37.822964,145.034927,0.00171,-0.01462
1,-37.822968,145.034943,0.00171,0.00295
1,-37.822956,145.034943,0.00171,0.00003
1,-37.822952,145.034958,0.00171,-0.01478
1,-37.822956,145.034973,0.00055,0.00577
1,-37.822968,145.034988,0.00171,-0.003
1,-37.822975,145.035004,0.00055,-0.05876
1,-37.822968,145.035004,0.00404,0.02353
1,-37.822971,145.035019,0.00055,0.003
1,-37.822964,145.035019,-0.00062,-0.00275
1,-37.822952,145.035034,0.00055,-0.00288
1,-37.822948,145.035034,-0.00062,-0.00003
1,-37.822948,145.035049,0.00171,0.00004
1,-37.822952,145.035049,0.00055,0.00283
1,-37.822956,145.035095,-0.00062,0.02044
1,-37.822956,145.03511,0.00055,0.01455
1,-37.822983,145.03511,0.00171,0.01449
1,-37.82299,145.035126,0.00171,-0.0088
1,-37.823006,145.035141,0.00055,-0.00876
1,-37.823002,145.035156,0.00171,-0.00895
1,-37.823006,145.035172,0.00404,0.00881
1,-37.823006,145.035172,0.00404,0.00284
1,-37.823009,145.035202,0.00055,-0.02049
1,-37.823009,145.035202,0.00055,0.0031
1,-37.823025,145.035233,0.00055,-0.01444
1,-37.823032,145.035248,0.00171,0.00585
1,-37.823055,145.035263,0.00171,-0.00581
1,-37.823067,145.035278,0.00171,0.00867
1,-37.823097,145.035309,0.00404,0.00575
1,-37.823116,145.035324,0.00055,-0.01462
1,-37.823124,145.035339,0.00171,0.02355
1,-37.823135,145.035324,0.00055,-0.01454
1,-37.823151,145.035324,0.00055,0.0058
1,-37.823151,145.035309,0.00055,-0.00582
1,-37.823158,145.035324,-0.00062,-0.02335
1,-37.823166,145.035324,0.00287,-0.01446
1,-37.82317,145.035324,0.00055,-0.00858
1,-37.82317,145.035324,0.00171,-0.01465
1,-37.82317,145.035309,-0.00062,0.00858
1,-37.823181,145.035309,-0.00178,-0.00299
1,-37.823208,145.035309,0.00171,-0.02337
1,-37.823227,145.035309,-0.00062,-0.00302
1,-37.823257,145.035309,-0.00062,-0.00883
1,-37.823273,145.035309,0.00055,-0.01181
1,-37.823299,145.035309,0.00055,-0.03523
1,-37.823315,145.035294,0.00404,-0.00273
1,-37.823341,145.035294,0.00287,-0.01464
1,-37.823345,145.035278,-0.00062,0.01759
1,-37.823372,145.035263,0.00171,-0.02924
1,-37.823383,145.035263,0.00287,-0.02937
1,-37.823418,145.035248,0.00055,0.00593
1,-37.823433,145.035248,-0.00062,-0.03207
1,-37.823475,145.035263,-0.00062,-0.00282
