TIME,LATITUDE,LONGITUDE E/W,GYRO_X,GYRO_Y
-37.823486,145.034119
-37.82349,145.034119
-37.823509,145.034119
-37.823479,145.034119
-37.823444,145.034119
-37.823448,145.034119
-37.823498,145.034119
-37.823498,145.034119
-37.823509,145.034103
-37.823509,145.034103
-37.823509,145.034103
-37.823505,145.034103
-37.823498,145.034119
-37.823502,145.034119
-37.823498,145.034134
-37.823498,145.034134
-37.823498,145.034134
-37.823479,145.034073
-37.823483,145.034103
-37.823475,145.034119
-37.823479,145.034134
-37.823486,145.034119
-37.823483,145.034119
-37.823483,145.034119
-37.823486,145.034119
-37.823486,145.034119
-37.823486,145.034119
-37.823486,145.034119
-37.823483,145.034119
-37.823471,145.034119
-37.823467,145.034119
-37.82346,145.034119
-37.823456,145.034119
-37.823452,145.034119
-37.823448,145.034134
-37.823456,145.034134
-37.823452,145.034134
-37.823441,145.034119
-37.823444,145.034119
-37.823441,145.034119
-37.823441,145.034119
-37.823441,145.034119
-37.823441,145.034134
-37.823444,145.034134
-37.823444,145.034134
-37.823448,145.034134
-37.823448,145.034149
-37.823452,145.034149
-37.823452,145.034149
-37.823456,145.034149
-37.823456,145.034149
-37.823456,145.034164
-37.823456,145.034164
-37.82346,145.034164
-37.82346,145.034164
-37.823463,145.034164
-37.823463,145.034164
-37.823463,145.034164
-37.823463,145.034164
-37.823463,145.034164
-37.823463,145.034164
-37.82346,145.034164
-37.823456,145.034164
-37.823456,145.034164
-37.823456,145.034164
-37.823456,145.034164
-37.823456,145.034164
-37.82346,145.034164
-37.82346,145.034164
-37.82346,145.034164
-37.823463,145.034164
-37.823463,145.034164
-37.823467,145.034164
-37.823467,145.034164
-37.823467,145.034164
-37.823471,145.034164
-37.823467,145.034164
-37.823471,145.034164
-37.823471,145.034164
-37.823471,145.034164
-37.823475,145.034164
-37.823479,145.034164
-37.823479,145.034164
-37.823479,145.034164
-37.823479,145.034164
-37.823479,145.034164
-37.823479,145.034164
-37.823475,145.034164
-37.823475,145.034164
-37.823475,145.034164
-37.823475,145.034164
-37.823475,145.034164
-37.823475,145.034164
-37.823471,145.034164
-37.823471,145.034164
-37.823467,145.034164
-37.823467,145.034164
-37.823471,145.034164
-37.823471,145.034164
-37.823471,145.034164
-37.823471,145.034164
-37.823475,145.034164
-37.823479,145.034164
-37.823479,145.034164
-37.823483,145.034164
-37.823483,145.034164
-37.823486,145.03418
-37.823486,145.03418
-37.82349,145.03418
-37.823498,145.03418
-37.823498,145.03418
-37.82349,145.03418
-37.82349,145.03418
-37.82349,145.03418
-37.82349,145.03418
-37.82349,145.034164
-37.82349,145.034164
-37.823486,145.034164
-37.823486,145.034164
-37.82349,145.03418
-37.823498,145.03418
-37.823498,145.03418
-37.823498,145.03418
-37.823502,145.034195
-37.823502,145.034195
-37.823498,145.034195
-37.823498,145.034195
-37.82349,145.034195
-37.823486,145.03418
-37.82349,145.03418
-37.82349,145.03418
-37.823486,145.03418
-37.823486,145.03418
-37.823486,145.034164
-37.82349,145.034149
-37.82349,145.034149
-37.823479,145.034149
-37.823475,145.034149
-37.823463,145.034134
-37.82346,145.034119
-37.823463,145.034119
-37.823498,145.034103
-37.823486,145.034103
-37.823483,145.034119
-37.823475,145.034103
-37.823467,145.034103
-37.823475,145.034103
-37.823475,145.034073
-37.823471,145.034073
-37.823467,145.034073
-37.823463,145.034058
-37.823467,145.034058
-37.823471,145.034058
-37.823479,145.034073
-37.823479,145.034058
-37.823475,145.034058
-37.823448,145.034027
-37.823452,145.034027
-37.823475,145.034119
-37.823486,145.034134
-37.823513,145.034134
-37.823524,145.034149
-37.823532,145.034149
-37.823547,145.034149
-37.823555,145.034149
-37.823566,145.034149
-37.823586,145.034149
-37.823593,145.034164
-37.823608,145.034164
-37.823612,145.034164
-37.823689,145.034195
-37.823669,145.034164
-37.823639,145.034103
-37.823635,145.034073
-37.823639,145.034058
-37.823631,145.034027
-37.823654,145.034027
-37.823711,145.034073
-37.823757,145.034103
-37.823769,145.034073
-37.823788,145.034073
-37.823795,145.034073
-37.823807,145.034058
-37.823814,145.034058
-37.823826,145.034042
-37.823833,145.034042
-37.823837,145.034042
-37.823841,145.034042
-37.823845,145.034042
-37.823845,145.034042
-37.823856,145.034042
-37.823856,145.034058
-37.82386,145.034058
-37.82386,145.034058
-37.823864,145.034073
-37.823868,145.034073
-37.823872,145.034073
-37.823872,145.034073
