time,speed
1682,0.000545
1683,0.000035
1684,0.001125
1685,0.00171
1686,0.00171
1687,0.00113
1688,0.00229
1689,0.000545
1690,0.000035
1691,0.00113
1692,0.00113
1693,0.004035
1694,0.00113
1695,0.00055
1696,0.00229
1697,0.00055
1698,0.000035
1699,0.00113
1700,0.00171
1701,0.00171
1702,0.000545
1703,0.00055
1704,0.000615
1705,0.000035
1706,0.00229
1707,0.00171
1708,0.000545
1709,0.00055
1710,0.00055
1711,0.00113
1712,0.00171
1713,0.00062
1714,0.00113
1715,0.000035
1716,0.00171
1717,0.004615
1718,0.00113
1719,0.00113
1720,0.00229
1721,0.000035
1722,0.000035
1723,0.000545
1724,0.00113
1725,0.002295
1726,0.002875
1727,0.00113
1728,0.00113
1729,0.000545
1730,0.00229
1731,0.00171
1732,0.000545
1733,0.00113
1734,0.00055
1735,0.00055
1736,0.00229
1737,0.001125
1738,0.00229
1739,0.001125
1740,0.00229
1741,0.00229
1742,0.00171
1743,0.000035
1744,0.002875
1745,0.000545
1746,0.00171
1747,0.000035
1748,0.00055
1749,0.000035
1750,0.002875
1751,0.000545
1752,0.00113
1753,0.00171
1754,0.00113
1755,0.002295
1756,0.00062
1757,0.002875
1758,0.00055
1759,0.00055
1760,0.00229
1761,0.001125
1762,0.001125
1763,0.000545
1764,0.00229
1765,0.00171
1766,0.00171
1767,0.000035
1768,0.00171
1769,0.00229
1770,0.00113
1771,0.002295
1772,0.000035
1773,0.000035
1774,0.00113
1775,0.000545
1776,0.00113
1777,0.00229
1778,0.00055
1779,0.002295
1780,0.00229
1781,0.00113
1782,0.00113
1783,0.002295
1784,0.00171
1785,0.000545
1786,0.000545
1787,0.000035
1788,0.000035
1789,0.00171
1790,0.00055
1791,0.00113
1792,0.00062
1793,0.001125
1794,0.002295
1795,0.002295
1796,0.000035
1797,0.000035
1798,0.00113
1799,0.00229
1800,0.00113
1801,0.00287
1802,0.000035
1803,0.00113
1804,0.00229
1805,0.000545
1806,0.00229
1807,0.003455
1808,0.00113
1809,0.000545
1810,0.00171
1811,0.00229
1812,0.000545
1813,0.000545
1814,0.00171
1815,0.00171
1816,0.0012
1817,0.0012
1818,0.0052
1819,0.00055
1820,0.00055
1821,0.001125
1822,0.00229
1823,0.001125
1824,0.00113
1825,0.000545
1826,0.0012
1827,0.00113
1828,0.000035
1829,0.00229
1830,0.00171
1831,0.00171
1832,0.00055
1833,0.00229
1834,0.00229
1835,0.00287
1836,0.000545
1837,0.00062
1838,0.001125
1839,0.00171
1840,0.00113
1841,0.000035
1842,0.003455
1843,0.00113
1844,0.00055
1845,0.00171
1846,0.00287
1847,0.001125
1848,0.00113
1849,0.0012
1850,0.000615
1851,0.00171
1852,0.00171
1853,0.00171
1854,0.00055
1855,0.000615
1856,0.000035
1857,0.002875
1858,0.001125
1859,0.00171
1860,0.000035
1861,0.000035
1862,0.0012
1863,0.00171
1864,0.002295
1865,0.000545
1866,0.000035
1867,0.000035
1868,0.000035
